a	b	label
18	4646	1
8	15545	1
18	30187	1
37	5634	-1
37	13828	-1
5	11436	1
8	2841	1
25	27262	1
4	18128	1
17	22276	1
8	8839	1
26	15189	1
40	18855	-1
34	29330	-1
12	26192	1
44	3311	-1
10	7516	-1
13	11318	-1
15	25789	-1
43	8458	1
3	18864	-1
30	28640	-1
35	26560	-1
0	5112	1
0	20368	1
42	8666	-1
14	17157	-1
9	5390	1
13	22211	1
28	13062	-1
4	28554	-1
40	17164	1
5	10496	1
26	4723	1
42	17401	-1
4	24253	-1
30	1892	-1
22	23333	-1
24	24499	-1
17	25411	1
10	29380	1
49	28956	1
11	22487	-1
46	1117	1
5	9371	1
48	19631	1
46	22033	-1
15	21476	-1
7	23861	1
29	15163	-1
7	21816	1
19	15407	-1
4	27841	1
32	23915	-1
39	3534	-1
35	29303	1
8	23331	1
37	5815	1
28	13059	1
2	3218	1
4	28753	-1
21	16996	-1
48	14334	1
28	21700	-1
23	7595	-1
8	1576	1
30	1555	-1
28	6111	-1
2	21176	1
43	6782	1
4	27688	1
47	5726	-1
14	13503	-1
4	4855	1
16	28110	-1
10	27644	1
47	29785	-1
26	22933	1
26	13604	1
12	9831	-1
42	15183	-1
42	10196	1
11	28759	-1
39	1432	1
6	10902	1
37	16900	-1
13	18765	-1
43	25939	-1
12	2026	-1
40	14700	1
0	608	-1
23	1719	-1
27	6253	-1
23	10911	1
8	22781	1
48	1307	-1
16	20656	-1
42	937	1
1	1044	-1
5	1187	1
46	10548	-1
21	29727	-1
16	16682	1
32	23398	-1
21	29141	1
8	30749	1
16	23859	-1
26	12403	1
43	6026	1
32	4292	-1
43	27692	1
8	12220	-1
5	18639	1
4	1299	-1
2	17361	1
46	11253	1
23	25826	-1
48	15091	1
44	13850	-1
48	3268	-1
8	13507	1
48	28986	1
48	13239	1
46	12426	1
32	12671	-1
12	1939	-1
46	27162	-1
21	4664	-1
18	22176	1
13	27495	-1
16	1439	1
39	2017	1
16	29278	1
35	16745	1
40	3271	1
14	117	1
43	575	1
13	28902	1
2	19586	1
8	17397	1
33	20909	-1
13	29590	-1
33	19017	-1
29	9559	1
5	6151	1
44	9520	1
1	4731	1
5	533	-1
29	6667	1
44	24135	-1
26	18219	-1
4	14032	-1
6	15043	1
37	19509	1
46	5949	-1
48	10513	-1
32	1515	1
4	10311	1
41	6696	-1
12	16027	1
30	3497	1
27	16391	-1
42	27441	1
20	21011	1
34	17079	-1
21	15359	-1
23	20864	1
44	10025	1
49	942	1
7	8365	1
31	23543	-1
48	12020	-1
21	31065	1
17	28214	-1
17	24622	-1
44	9409	1
9	7848	1
13	5490	-1
17	15863	-1
35	24690	-1
42	29322	1
42	7245	-1
48	28724	1
25	22824	1
32	27525	1
44	14	1
43	20433	1
46	26638	1
18	6339	-1
43	5239	-1
7	2946	1
16	7459	-1
21	30311	-1
43	20065	1
7	27190	1
4	1858	1
48	9741	1
8	10354	-1
34	16183	1
49	9039	-1
41	8250	-1
43	4289	1
36	5067	-1
46	8741	1
32	9168	1
4	13872	1
13	8740	-1
31	29313	-1
24	4048	-1
13	24597	1
4	20957	-1
28	20296	1
41	4811	-1
4	27407	1
8	8865	-1
39	18140	-1
43	7534	1
18	12018	1
34	1974	-1
44	4302	-1
29	17081	-1
36	22528	-1
40	1600	-1
26	7540	-1
0	28296	-1
30	3970	-1
32	12960	-1
25	22970	1
13	16962	1
25	19752	-1
8	7474	1
28	14800	1
48	16559	1
37	25696	-1
45	3830	-1
44	3506	-1
32	7553	-1
4	10644	-1
47	4078	-1
6	27984	1
9	26962	-1
30	13184	1
7	20337	-1
13	13361	1
48	27683	1
25	16158	-1
9	28250	-1
5	8388	-1
36	17452	1
46	13997	1
2	2297	-1
43	6727	1
42	11833	1
36	15008	-1
28	3154	1
46	17727	1
4	10756	-1
43	3782	1
48	22595	1
34	15242	-1
18	19546	1
17	15604	-1
7	5395	1
17	6535	-1
40	21962	-1
18	2479	1
8	21369	1
7	15620	-1
32	22187	-1
1	14298	1
46	29632	1
23	12438	-1
45	13092	-1
28	13026	-1
26	18766	-1
29	19402	-1
34	1945	-1
35	26399	-1
23	170	-1
4	22096	1
40	30011	1
19	10530	-1
40	20945	-1
32	17760	-1
21	8732	1
46	13469	1
37	2742	-1
48	23914	-1
18	1137	1
36	18887	1
25	2411	1
23	24345	1
17	2620	-1
40	8168	-1
16	13485	-1
39	11271	-1
40	22894	1
16	23485	-1
46	27061	1
7	14132	-1
45	13239	1
8	17108	1
41	7153	1
9	337	1
35	28910	-1
17	7174	1
49	12762	-1
36	16205	-1
39	6632	1
8	24127	-1
30	29113	-1
43	10998	-1
47	23925	-1
35	9275	1
8	20672	1
40	14614	-1
46	18930	1
16	20226	-1
21	10903	-1
5	27893	1
14	22622	1
34	18716	-1
10	16428	1
36	27846	-1
46	9757	1
4	8304	1
15	20166	1
49	1081	-1
37	10944	-1
27	15358	-1
21	23863	1
30	21620	1
16	12669	-1
32	9260	-1
29	9597	-1
8	21515	1
27	22067	-1
13	9264	1
21	3270	1
0	20992	-1
21	12386	-1
28	2964	-1
18	11559	-1
23	8108	-1
35	9533	-1
43	3146	1
28	10348	-1
10	19973	1
14	25364	1
23	4636	1
4	11186	1
40	9962	1
15	460	1
13	11479	-1
8	9683	1
42	17688	1
20	15030	1
21	13089	-1
2	14412	-1
49	11260	-1
27	23303	1
49	15378	-1
7	22158	1
7	200	1
35	7586	1
13	16718	1
46	3602	1
42	10232	1
44	13756	1
31	17111	-1
10	28458	1
20	7742	-1
29	21784	-1
36	8266	-1
44	25677	1
49	17612	1
5	10877	1
5	7101	-1
40	12037	1
4	9834	1
4	1509	1
40	8345	-1
0	6738	-1
16	20669	-1
44	4955	-1
30	25567	1
40	20726	1
43	15508	1
6	25269	1
13	13458	1
16	8882	-1
30	26933	-1
35	3104	-1
7	26071	-1
24	27637	-1
7	623	-1
48	18361	1
35	6678	1
13	24326	-1
1	10628	-1
35	3909	-1
18	21344	1
7	4202	1
8	16105	-1
46	8876	1
22	11629	-1
31	26178	-1
37	7829	1
7	20325	1
48	24352	1
46	1637	-1
18	11489	1
12	11329	1
46	6594	1
47	4358	-1
40	23589	1
36	21162	-1
21	4768	-1
48	21029	1
16	9933	1
6	14494	1
35	18878	1
43	26254	1
46	25409	1
26	24570	-1
17	21857	1
46	29599	1
6	9215	-1
49	19885	1
29	28780	1
48	15984	1
34	27761	-1
12	10484	-1
49	29672	-1
39	28103	-1
5	13323	1
38	19231	-1
7	30495	-1
39	6791	-1
10	15477	-1
38	29443	-1
43	26162	1
38	30766	-1
16	18763	-1
41	12132	-1
13	29398	-1
31	29069	-1
43	20032	1
17	24241	1
39	7477	1
32	12216	-1
4	10995	-1
39	1819	-1
23	14263	-1
44	13673	-1
11	1986	-1
23	26463	1
43	24538	1
20	16442	-1
13	18031	1
40	154	-1
43	10640	1
14	25125	-1
17	13598	1
26	16847	-1
46	20088	1
8	12312	1
13	24363	-1
38	11087	-1
49	18314	1
13	9412	1
3	17214	-1
26	5692	1
9	21416	-1
6	30395	1
42	13822	1
30	12981	-1
6	21109	1
39	5621	1
8	5561	1
45	3299	1
42	26547	1
23	17466	1
42	22727	1
48	22862	1
13	1798	1
8	12874	-1
27	3824	1
1	7430	1
30	19867	-1
45	14985	1
23	4228	-1
1	14730	1
41	20731	-1
49	23126	1
5	5211	1
44	1998	-1
46	3227	1
38	9390	-1
15	4296	-1
43	9005	1
0	28782	-1
39	23059	1
14	29915	1
4	9136	1
0	17159	-1
6	12334	1
40	16040	1
19	758	-1
30	13194	1
8	25317	1
46	10355	1
43	4306	1
32	22433	-1
24	18014	-1
9	10205	-1
43	16314	-1
48	23487	1
16	11877	1
16	13636	-1
5	30930	-1
46	14395	1
14	19799	1
15	3654	-1
42	12285	1
30	30004	1
43	24181	1
33	13147	-1
37	5727	-1
0	17500	-1
10	16570	1
49	27374	-1
43	8867	1
43	7555	1
46	20248	1
42	7496	1
1	30755	-1
44	23012	1
40	15124	1
49	257	1
43	6271	1
1	20003	1
22	24730	-1
18	7504	1
8	1057	1
43	28091	1
28	12410	1
43	17233	1
48	30291	1
16	15965	1
20	11735	1
16	12470	1
5	21895	1
48	29662	1
12	15376	-1
10	17211	1
28	26773	-1
43	24558	-1
19	29799	1
48	2027	-1
20	24149	-1
39	21839	-1
7	18217	-1
46	1539	1
20	21692	-1
1	26333	1
32	13913	-1
21	12629	-1
13	7242	-1
35	9356	-1
31	7634	-1
35	20102	-1
43	7757	1
13	23130	1
16	22480	-1
40	5662	1
2	8095	-1
17	26753	1
36	6833	-1
13	25685	1
47	7119	-1
40	10170	-1
23	26508	-1
30	20000	1
48	3297	-1
19	29125	1
38	6548	1
4	23480	1
19	22356	-1
22	11439	-1
19	17901	-1
6	16924	-1
14	16941	-1
43	22139	-1
17	17279	1
42	18229	1
10	15334	1
49	6135	1
4	26583	1
40	12002	1
41	764	-1
20	17833	-1
49	22864	-1
46	30431	1
0	16762	1
18	14453	1
17	3267	-1
19	23118	-1
36	18544	-1
40	381	-1
40	22750	1
7	5501	1
46	27906	1
32	11185	-1
37	23133	1
28	30295	1
6	24941	-1
42	4116	1
48	29445	-1
3	1329	-1
16	15529	-1
41	2500	1
48	16019	-1
4	9340	1
6	3864	1
31	30768	1
23	23135	-1
8	16683	1
0	25765	-1
20	14307	-1
17	14001	-1
18	3766	1
8	1611	1
15	10203	-1
6	30251	1
1	21412	-1
17	1955	1
25	19817	1
9	11729	-1
35	2058	-1
40	3168	1
48	22536	1
4	6701	1
13	421	1
45	10344	1
4	9980	1
18	28948	-1
43	15188	1
15	9119	-1
46	12308	1
25	26695	-1
42	15760	1
12	12623	-1
40	14911	1
42	1569	-1
6	27268	1
32	29437	-1
10	5463	1
4	28230	-1
18	21988	-1
38	15590	-1
8	28712	1
18	797	1
1	4333	1
5	18983	1
36	5766	1
25	6083	-1
35	11637	-1
34	12802	-1
31	9941	1
46	21110	1
11	11998	-1
4	6670	1
13	8126	1
37	9274	-1
39	259	-1
49	3089	1
9	30037	-1
30	3053	-1
43	11529	-1
40	10921	-1
9	14507	-1
38	30782	-1
12	6236	-1
23	18268	-1
34	19244	-1
16	10245	1
25	4375	1
15	21800	1
11	9768	-1
41	5461	-1
36	23041	-1
1	26151	1
23	12401	1
26	16559	-1
18	13196	1
2	8614	-1
33	5818	-1
3	6310	-1
30	5429	-1
44	13448	1
7	25746	-1
13	10042	1
6	20460	-1
46	198	1
6	10071	-1
13	11286	-1
40	12057	1
21	27730	1
46	12452	1
43	13428	1
22	17314	-1
16	12974	1
18	10088	1
6	8472	1
28	18371	-1
46	15103	1
23	24007	-1
23	17495	-1
44	25125	1
43	21188	1
15	3605	-1
9	2542	-1
14	5825	-1
19	788	-1
28	17628	1
34	30593	-1
24	20141	-1
40	3926	-1
28	26912	1
30	1294	-1
4	20045	1
35	26075	-1
44	7330	-1
8	15945	-1
5	26444	1
7	10508	-1
18	858	-1
43	25288	-1
4	7417	1
44	12786	1
5	19440	-1
46	27148	1
1	19963	1
6	17133	-1
7	23852	-1
2	20895	-1
35	13600	1
42	27682	-1
13	25932	-1
6	26173	1
41	27106	-1
6	14137	-1
42	21780	1
7	6026	-1
22	1325	-1
7	62	1
24	3731	-1
36	22817	1
3	5008	-1
43	16913	1
27	8994	-1
45	19811	-1
7	13472	-1
43	7907	1
40	30723	1
37	14642	1
46	19926	1
46	4651	-1
49	6954	1
46	15201	1
34	1931	1
16	21434	-1
8	3840	1
25	24330	-1
21	22197	-1
27	18140	1
35	27730	-1
10	2972	1
13	2754	1
26	14419	-1
28	1396	-1
23	17625	1
3	145	-1
43	18813	1
43	17631	1
20	8694	-1
8	21097	-1
26	26925	1
42	209	-1
33	21690	1
28	21805	1
2	12434	-1
14	24625	-1
4	19338	1
21	28709	1
13	5763	1
13	23443	1
41	12808	-1
43	30082	1
45	30778	-1
1	20701	1
39	11482	1
3	14561	-1
1	27565	-1
49	31063	-1
0	12956	-1
48	17896	-1
23	1333	1
46	22353	1
44	25194	1
40	17959	1
28	13392	-1
14	12611	-1
15	24429	1
17	6972	-1
40	28269	-1
8	18573	1
6	6606	-1
8	23736	1
27	10412	-1
48	26534	1
31	11245	-1
18	7915	1
23	3545	1
4	22924	1
14	23427	-1
1	29254	1
49	19921	1
46	22232	1
21	3877	1
21	30277	1
40	30013	1
18	14308	-1
45	9146	-1
48	13532	-1
17	7663	-1
48	16140	1
42	16985	1
0	29916	1
18	8978	1
41	16236	-1
40	11509	1
23	7803	-1
40	8034	1
42	18413	1
25	18928	-1
46	5950	1
6	24126	1
40	4005	-1
42	29573	1
14	1907	1
44	12314	-1
48	23737	1
34	14484	-1
28	2535	1
16	17872	1
44	24067	1
40	3572	-1
2	12502	-1
21	15493	-1
23	28201	-1
11	12976	-1
16	15764	-1
22	17568	-1
42	16152	1
4	13582	-1
3	5246	-1
18	1341	-1
14	1455	1
18	26564	-1
46	10809	1
40	2687	1
43	11703	-1
34	20463	-1
43	25453	1
7	28410	-1
14	11624	-1
3	7422	1
26	7088	-1
31	28143	-1
8	16948	1
22	90	-1
37	24518	1
43	7424	1
48	28233	1
6	8459	1
0	21817	1
27	19737	1
43	10455	1
10	21223	-1
16	28736	1
17	11148	1
26	114	-1
3	18936	-1
13	75	1
40	676	1
43	9113	1
9	16552	1
7	26727	1
21	20263	-1
44	3892	-1
8	731	1
43	20520	1
14	14852	-1
34	12502	1
14	27969	1
7	13867	-1
32	19003	-1
41	7447	-1
8	19324	1
0	11195	-1
28	22616	-1
11	6670	-1
39	27920	-1
1	2532	1
7	22402	-1
13	5528	-1
29	17646	-1
26	18888	-1
40	27788	1
26	29574	-1
26	12882	-1
43	17627	1
36	224	1
26	3842	1
5	5425	-1
43	9498	1
31	29266	-1
6	11211	1
36	6501	1
5	30423	1
32	30837	1
30	7161	1
42	18778	1
17	11449	-1
44	19433	1
5	14042	1
19	29589	-1
46	3527	-1
16	24566	1
47	30223	-1
4	8468	1
18	16943	-1
10	28891	1
13	18195	1
17	30586	-1
21	10110	-1
18	19196	-1
48	11688	1
46	6242	-1
27	5407	1
48	6979	1
28	23760	-1
17	14254	-1
13	2913	1
13	24197	1
7	17891	-1
31	11357	-1
7	9656	1
43	18882	1
0	5435	-1
19	11588	-1
11	14721	-1
41	15907	-1
27	28926	-1
19	14687	-1
34	9846	-1
1	661	-1
42	16418	-1
37	30873	-1
1	23939	-1
29	6260	-1
42	3140	1
44	7920	1
35	29466	1
16	25797	1
30	29356	1
36	21870	1
21	25169	1
10	20636	1
46	844	1
18	8475	1
41	13095	-1
14	28277	-1
42	6966	1
34	26283	-1
7	20447	-1
9	3492	-1
42	20634	1
4	26066	1
18	7290	1
32	24575	-1
33	26996	-1
7	19849	1
48	2788	1
25	30090	-1
7	14409	-1
29	19015	-1
20	11162	-1
28	7257	-1
36	26750	1
14	30118	-1
45	10435	-1
40	2817	-1
39	25332	-1
22	26211	-1
12	9810	-1
43	21869	1
31	22150	1
3	234	-1
46	30622	-1
43	28060	1
46	1416	1
0	1710	-1
45	17170	-1
47	11132	-1
47	22463	-1
46	25442	1
14	30253	-1
13	10947	1
11	16720	-1
2	22775	1
18	9645	1
46	4635	1
10	11391	-1
36	27360	1
48	3764	1
25	11042	-1
14	29278	-1
9	27325	-1
18	5215	-1
17	7002	1
21	8090	1
37	26423	1
42	8023	1
43	7677	1
31	707	-1
43	25558	1
24	30919	-1
41	11003	-1
30	24020	-1
0	17227	-1
7	23065	1
15	28692	-1
21	18282	-1
7	30685	1
3	6544	-1
31	14537	-1
0	1077	-1
7	30572	-1
43	4668	1
7	15208	-1
46	4993	1
47	22954	-1
13	8042	1
3	430	-1
0	17282	1
5	12052	1
43	17072	1
48	21044	1
42	10229	1
38	30979	-1
21	19034	1
11	18696	-1
14	29931	-1
20	2380	-1
1	12032	1
45	6331	1
16	6384	-1
5	28389	-1
46	8047	1
20	17029	-1
12	5600	-1
0	21535	-1
6	18381	-1
17	17700	-1
26	3505	1
18	6852	-1
7	13348	1
17	28552	1
13	29826	-1
30	6436	1
5	29212	-1
43	25230	-1
16	27174	1
10	28873	1
47	5844	-1
13	13209	-1
25	15679	-1
19	17908	-1
27	29631	-1
26	30071	-1
6	24351	-1
19	19999	-1
48	13256	1
10	9634	1
5	12080	1
42	16770	1
12	14758	-1
28	11343	1
4	18770	-1
31	9984	-1
28	11737	-1
40	26227	1
1	25039	1
18	16623	-1
7	16379	1
6	12600	1
48	3771	1
36	30175	1
13	29269	1
40	26845	1
4	25089	1
45	29622	-1
23	20366	1
2	4674	-1
21	20506	-1
21	14095	1
7	12689	1
6	16041	1
38	11261	-1
24	29428	-1
30	21902	-1
49	26402	1
46	3294	1
7	3515	-1
2	23090	-1
46	20258	1
32	11641	-1
25	30433	-1
5	9372	1
32	5506	1
17	15839	-1
4	23723	1
27	7661	-1
7	10029	1
38	17810	1
17	933	-1
35	27272	-1
5	14298	1
48	17905	1
11	13586	-1
43	24123	1
6	22012	1
11	16524	-1
3	11476	-1
14	19828	-1
46	18393	1
47	22078	-1
35	19446	-1
37	2972	-1
37	13182	-1
46	7721	1
22	9960	-1
40	14996	1
24	24256	1
48	25019	1
43	27582	1
23	19553	-1
46	8318	1
27	30881	-1
32	22245	-1
17	27437	-1
46	15230	1
46	22121	1
31	16129	-1
27	13470	-1
46	204	-1
38	9171	-1
13	11867	1
46	23184	1
40	7245	1
25	13109	1
19	11135	-1
10	25938	-1
49	28154	-1
3	13326	-1
5	1188	1
22	18486	-1
26	23046	1
49	29818	-1
46	16980	1
27	15354	-1
40	20472	1
46	12837	-1
39	27719	-1
44	2877	-1
44	28628	1
26	15603	1
5	27337	1
36	20410	1
9	20014	-1
14	23592	-1
42	14608	1
31	16847	-1
48	9752	1
49	22147	1
6	12840	1
1	9002	1
5	15510	-1
14	5330	-1
44	349	-1
28	22654	-1
47	1651	1
34	16333	-1
20	14482	-1
17	29381	1
15	13965	-1
16	9544	1
4	24205	1
40	14342	1
8	2416	1
19	15402	-1
28	25510	1
8	16225	1
45	21939	-1
4	927	-1
41	7002	-1
40	18537	-1
38	21899	-1
40	209	-1
14	25705	1
43	24466	1
40	3035	1
7	20943	-1
22	8217	-1
16	13240	1
46	5627	-1
43	100	1
29	1750	1
42	14919	-1
12	1967	-1
33	22275	-1
23	6918	-1
46	15321	-1
5	7726	-1
44	9968	-1
16	23174	1
47	4618	1
43	13035	1
10	17677	-1
29	4435	-1
36	24432	-1
40	14650	1
32	20877	-1
19	16377	-1
9	19377	1
28	17868	-1
30	22763	-1
32	13989	-1
33	25383	-1
13	24811	1
16	21340	1
2	14156	-1
48	5422	1
35	2787	1
35	24280	-1
45	15385	-1
32	13039	-1
23	4058	-1
5	8873	-1
34	17198	-1
0	2893	1
2	30279	1
8	9196	-1
46	6713	1
2	3770	-1
43	5850	1
47	4541	-1
6	21914	-1
43	24497	1
37	15674	1
0	21692	-1
35	9916	1
35	12768	-1
35	17314	-1
32	29067	1
30	13155	-1
1	16447	-1
13	15008	1
41	22708	-1
4	25114	1
23	20323	1
6	15964	1
34	14527	-1
21	13718	-1
8	26941	1
43	18760	1
9	25138	-1
29	26345	1
13	93	1
27	20946	-1
31	21295	-1
29	5298	1
36	1809	-1
15	30265	1
48	22621	1
47	23613	-1
7	26128	1
9	1841	1
4	21563	-1
10	27995	-1
20	24704	-1
36	14208	-1
49	4393	-1
22	94	-1
0	12112	-1
21	28857	1
5	10580	1
14	27351	-1
47	13417	-1
34	6077	-1
4	11266	1
4	6515	-1
32	24726	1
8	9897	1
12	13397	1
22	22667	-1
40	9280	1
43	20643	1
17	14769	-1
32	16938	-1
27	4593	1
21	23327	-1
27	8662	-1
18	28931	-1
42	13490	-1
25	2029	-1
36	16998	-1
40	19558	-1
11	24787	-1
46	13380	-1
48	29538	-1
49	7068	1
3	3959	-1
45	19336	-1
8	366	1
48	24898	1
24	14541	-1
27	28754	1
10	6002	-1
4	11023	-1
23	11383	1
2	24876	-1
36	3461	-1
12	31032	-1
43	2048	1
47	12609	-1
10	5980	-1
16	4967	-1
44	9164	-1
22	12209	1
35	1856	1
23	16630	-1
22	11310	-1
35	23620	-1
45	11414	1
40	7613	1
39	3219	-1
43	14477	1
31	26445	-1
35	5055	1
27	7786	-1
19	9473	-1
40	16248	1
26	14233	-1
23	8095	1
42	13926	1
0	17787	-1
3	19721	-1
30	5385	-1
5	23863	-1
5	19433	-1
6	2206	-1
29	12843	-1
4	9741	-1
48	10830	-1
24	27429	-1
32	14554	-1
19	23097	-1
42	6215	1
38	29011	-1
16	16363	1
8	22168	-1
35	13569	1
36	2233	-1
33	11163	-1
40	13361	1
1	17114	1
8	3080	1
18	13113	1
41	8517	1
44	15760	-1
30	28035	1
5	2618	-1
46	21373	1
48	24561	-1
29	29742	-1
35	12005	-1
8	11133	1
39	30106	-1
44	15559	1
20	23055	-1
10	29333	-1
14	27898	-1
48	19782	1
39	16502	-1
48	14228	-1
41	23129	1
6	16827	-1
30	1376	-1
7	19937	1
42	6854	1
3	14238	-1
4	1063	1
7	22827	1
43	26115	1
20	6679	-1
0	15842	-1
34	14234	-1
9	16011	-1
25	1715	-1
13	1269	1
28	28676	1
18	7270	1
31	27386	-1
46	24070	1
7	23460	1
3	3489	-1
40	2084	1
1	18727	1
20	17941	-1
47	26510	-1
9	14831	-1
13	4298	1
49	2234	1
48	2167	1
29	2391	1
39	15029	1
2	20343	-1
7	19052	-1
8	18635	-1
13	1802	1
31	21519	-1
45	30182	1
9	26740	-1
43	3484	1
7	13419	1
23	26566	1
0	28223	-1
42	4555	1
44	15676	-1
42	4975	1
43	23915	1
31	1574	-1
3	11026	1
17	17253	1
12	16351	-1
48	13288	1
0	130	-1
4	21814	-1
20	24102	-1
29	29499	-1
42	28880	1
17	2435	-1
24	21825	-1
48	30738	1
4	18825	-1
40	7381	-1
3	1734	-1
44	22262	1
41	17097	-1
8	1103	1
10	4853	1
7	28169	1
22	11983	-1
10	10687	-1
8	27892	1
35	26805	-1
25	17861	-1
13	21011	1
11	9179	-1
46	16025	1
29	30312	-1
10	11796	1
18	2944	-1
4	10715	1
5	6218	-1
19	25869	-1
5	24218	1
1	20203	-1
25	23462	-1
3	20682	-1
17	17803	-1
10	23394	-1
30	24405	-1
16	11943	-1
21	19646	-1
16	4129	-1
42	12579	1
4	9324	1
18	2809	1
40	10266	1
46	1437	1
45	25828	-1
47	21501	-1
17	30995	-1
4	18856	-1
27	29100	-1
46	15667	1
17	26168	1
48	17168	1
46	7300	-1
38	14258	-1
48	29742	1
9	22657	1
34	25722	-1
18	4933	-1
17	19469	-1
48	23755	-1
17	7782	1
5	31034	1
8	21059	1
21	25740	-1
10	309	1
8	15171	-1
42	4130	1
43	1166	1
2	6252	-1
43	16976	1
20	30100	-1
13	10278	1
10	3475	-1
46	21456	1
12	23573	1
27	10050	-1
3	1009	-1
48	22912	1
46	6971	-1
7	20645	-1
20	30107	-1
42	5002	1
28	30286	-1
39	13544	1
43	10140	1
15	19036	1
0	30517	1
9	15025	-1
29	13918	-1
35	26620	1
48	5771	1
23	22638	-1
43	11723	-1
43	17763	1
4	6911	1
43	8368	1
6	9693	1
42	28945	1
26	8487	-1
48	18933	1
46	164	1
34	5369	-1
6	24373	-1
13	24822	1
4	1560	1
7	20740	1
14	15024	-1
31	30327	1
16	18332	1
15	19346	-1
3	21601	1
49	21997	-1
1	22440	-1
43	12477	1
42	16033	1
28	6520	-1
48	22315	1
15	20854	-1
46	15662	1
48	1463	-1
40	24058	1
18	18026	-1
22	143	-1
38	5381	1
48	22114	1
45	23858	-1
20	16334	-1
44	4759	1
7	4531	1
46	16691	1
47	25500	-1
18	13132	1
8	4544	1
6	25979	1
48	9786	1
41	23932	-1
17	3844	-1
14	30231	1
39	1172	1
42	18205	-1
13	2363	1
16	6675	1
47	26019	-1
4	992	-1
24	17778	-1
4	19077	1
8	21830	-1
10	28784	1
8	16002	1
16	10190	1
35	29790	1
25	2624	-1
42	4787	1
41	12027	1
31	2670	-1
28	16551	1
44	27575	1
4	12126	1
8	3000	1
43	5156	-1
14	27675	-1
6	20650	-1
42	2122	1
21	23011	1
40	4170	1
43	9993	1
25	4227	-1
43	15263	-1
28	21581	1
35	24445	1
17	28711	-1
19	4612	-1
8	10783	1
12	27109	-1
27	12707	1
49	13560	-1
4	20050	1
17	10802	1
48	13116	1
43	4129	1
23	10602	1
49	24033	1
14	4792	-1
12	51	-1
21	20482	1
22	30837	-1
10	7941	1
48	25671	1
6	20250	1
25	5206	-1
43	24999	1
7	8067	-1
28	12084	-1
8	30914	-1
26	24081	-1
6	12451	-1
0	30397	1
30	17981	-1
4	25491	-1
18	23367	-1
49	25568	-1
29	3961	1
13	9251	-1
48	2390	-1
18	28173	-1
40	5941	-1
4	29465	-1
39	21542	1
46	1093	1
6	3333	1
42	3206	-1
22	15561	-1
42	17553	-1
13	20061	1
10	23277	-1
28	27672	1
27	2113	-1
46	19600	1
13	6283	1
6	15643	1
5	729	1
48	22629	1
36	17676	-1
0	646	-1
32	30227	-1
4	24638	1
1	3244	1
40	30551	1
15	14860	-1
4	9950	1
14	30439	-1
48	27280	-1
24	27273	-1
43	14515	1
35	16977	-1
37	18897	-1
37	15892	-1
23	27291	1
47	8486	1
43	6594	1
39	7382	1
49	4479	-1
24	19851	-1
49	17341	1
48	6028	1
8	28879	1
17	10324	1
28	14078	-1
48	7007	1
8	4092	1
41	14932	-1
9	11505	1
43	178	1
26	9507	-1
49	11605	-1
5	28813	-1
36	6092	1
13	10508	1
0	13541	1
45	10220	1
36	10911	1
45	21354	1
15	749	-1
32	1329	1
24	18313	-1
21	10070	1
34	22443	-1
4	24884	1
40	5911	1
28	28146	-1
44	17325	1
18	30003	1
1	9660	-1
16	29493	1
4	19510	1
43	30828	1
5	9558	1
1	8654	-1
2	16917	1
21	30666	-1
19	4145	-1
49	1868	1
37	813	-1
20	5302	-1
46	22422	1
15	6928	-1
16	7366	1
46	18969	1
1	26082	-1
3	10386	-1
48	23727	1
21	18844	1
40	7494	-1
5	13327	1
41	29190	-1
41	26016	-1
49	27761	1
17	260	-1
43	14585	1
30	19228	-1
27	22239	-1
21	8818	-1
11	3736	-1
23	18570	-1
48	1213	1
19	22158	1
46	18511	1
47	20188	-1
21	29038	1
45	20611	1
24	1251	-1
13	28596	1
15	45	-1
25	30135	-1
22	3104	-1
7	6953	-1
18	9335	-1
19	27274	-1
13	17091	1
8	2143	1
38	21738	1
46	3828	1
11	21072	-1
8	27293	1
33	1737	-1
40	369	1
26	276	-1
45	30427	1
47	5803	1
16	13732	1
7	2884	-1
48	16811	1
28	23110	1
40	374	-1
23	125	1
10	1529	1
43	11155	1
35	1308	1
46	29695	1
29	436	-1
8	6411	-1
16	927	1
40	13025	1
4	16031	1
4	3531	1
34	21571	-1
8	3590	1
21	1918	-1
6	10313	1
25	19187	-1
37	19233	-1
28	16022	-1
13	29999	1
40	18851	1
0	15498	-1
30	1725	1
43	7938	1
28	18652	1
30	1764	1
36	9367	-1
25	29429	-1
23	16865	-1
5	17347	1
36	1193	1
23	21711	-1
9	21723	-1
13	14692	1
7	3228	-1
4	3436	1
11	1874	-1
6	15644	1
16	6801	1
20	25103	-1
10	388	1
16	17133	-1
48	6762	1
5	11230	1
29	2930	1
36	15493	-1
24	30219	-1
2	4495	-1
31	20861	-1
8	22172	1
17	9254	1
46	465	1
24	1858	1
1	16033	1
40	14507	1
4	13719	1
40	11311	-1
10	9096	1
48	2813	1
16	22152	1
46	2919	1
10	4257	-1
6	8808	-1
32	18165	-1
36	18625	1
18	1307	-1
24	29695	-1
28	11865	1
29	2766	-1
6	8200	-1
49	19846	-1
48	7441	1
47	17493	-1
6	27824	1
39	23828	1
23	16830	-1
13	24000	1
21	15926	-1
14	11283	-1
49	10094	-1
